date,close,volume,relative_volume,ma_alignment,price_vs_sma_50_pct,rsi_14,rsi_overbought,rsi_oversold,atr_14,atr_pct,market_stage,sma_5,sma_5_diff_pct,sma_10,sma_10_diff_pct,sma_20,sma_20_diff_pct,sma_50,sma_50_diff_pct,sma_100,sma_100_diff_pct
2025-07-04,426.0,7112900,0.75,SMA_20 > SMA_50 > SMA_10 > SMA_5 > SMA_100,-7.36,38.34,0,0,19.45,4.56,unknown,440.0,-0.9,448.2,-1.06,467.3,-0.32,459.82,0.16,423.41,0.33
