x,upper,lower,trend
599,10613.643196708641,9770.571679324426,10192.107438016534
600,10598.387189347019,9755.315671962804,10176.851430654911
601,10583.131181985396,9740.059664601182,10161.595423293289
602,10567.875174623774,9724.80365723956,10146.339415931667
603,10552.619167262152,9709.547649877937,10131.083408570044
604,10537.36315990053,9694.291642516315,10115.827401208422
605,10522.107152538907,9679.035635154692,10100.5713938468
606,10506.851145177285,9663.77962779307,10085.315386485177
607,10491.595137815662,9648.523620431448,10070.059379123555
608,10476.33913045404,9633.267613069826,10054.803371761933
609,10461.083123092418,9618.011605708203,10039.54736440031
610,10445.827115730795,9602.75559834658,10024.291357038688
611,10430.571108369173,9587.499590984959,10009.035349677066
612,10415.31510100755,9572.243583623336,9993.779342315444
613,10400.059093645928,9556.987576261714,9978.523334953821
614,10384.803086284306,9541.731568900092,9963.267327592199
615,10369.547078922684,9526.47556153847,9948.011320230577
616,10354.291071561061,9511.219554176847,9932.755312868954
617,10339.03506419944,9495.963546815225,9917.499305507332
618,10323.779056837817,9480.707539453602,9902.24329814571
619,10308.523049476195,9465.45153209198,9886.987290784087
620,10293.267042114572,9450.195524730358,9871.731283422465
621,10278.01103475295,9434.939517368735,9856.475276060843
622,10262.755027391328,9419.683510007113,9841.21926869922
623,10247.499020029705,9404.42750264549,9825.963261337598
624,10232.243012668083,9389.171495283868,9810.707253975976
625,10216.987005306459,9373.915487922244,9795.451246614351
626,10201.730997944836,9358.659480560622,9780.19523925273
627,10186.474990583214,9343.403473199,9764.939231891107
628,10171.218983221592,9328.147465837377,9749.683224529485
629,10155.96297585997,9312.891458475755,9734.427217167862
630,10140.706968498347,9297.635451114133,9719.17120980624
631,10125.450961136725,9282.37944375251,9703.915202444618
632,10110.194953775102,9267.123436390888,9688.659195082995
633,10094.93894641348,9251.867429029266,9673.403187721373
634,10079.682939051858,9236.611421667643,9658.14718035975
635,10064.426931690236,9221.355414306021,9642.891172998128
636,10049.170924328613,9206.099406944399,9627.635165636506
637,10033.91491696699,9190.843399582776,9612.379158274884
638,10018.658909605369,9175.587392221154,9597.123150913261
639,10003.402902243746,9160.331384859532,9581.867143551639
640,9988.146894882124,9145.07537749791,9566.611136190017
641,9972.890887520502,9129.819370136287,9551.355128828394
642,9957.63488015888,9114.563362774665,9536.099121466772
643,9942.378872797257,9099.307355413042,9520.84311410515
644,9927.122865435635,9084.05134805142,9505.587106743527
645,9911.866858074012,9068.795340689798,9490.331099381905
646,9896.61085071239,9053.539333328175,9475.075092020283
647,9881.354843350768,9038.283325966553,9459.81908465866
648,9866.098835989145,9023.02731860493,9444.563077297038
649,9850.842828627523,9007.771311243308,9429.307069935416
650,9835.5868212659,8992.515303881686,9414.051062573793
651,9820.330813904278,8977.259296520064,9398.795055212171
652,9805.074806542656,8962.003289158441,9383.539047850549
653,9789.818799181034,8946.74728179682,9368.283040488926
654,9774.562791819411,8931.491274435197,9353.027033127304
655,9759.306784457789,8916.235267073575,9337.771025765682
656,9744.050777096167,8900.979259711952,9322.51501840406
657,9728.794769734544,8885.72325235033,9307.259011042437
658,9713.538762372922,8870.467244988708,9292.003003680815
659,9698.2827550113,8855.211237627085,9276.746996319192
660,9683.026747649677,8839.955230265463,9261.49098895757
661,9667.770740288055,8824.69922290384,9246.234981595948
662,9652.514732926433,8809.443215542218,9230.978974234326
663,9637.25872556481,8794.187208180596,9215.722966872703
664,9622.002718203188,8778.931200818974,9200.46695951108
665,9606.746710841566,8763.675193457351,9185.210952149459
666,9591.490703479943,8748.419186095729,9169.954944787836
667,9576.234696118321,8733.163178734107,9154.698937426214
668,9560.978688756699,8717.907171372484,9139.442930064592
669,9545.722681395077,8702.651164010862,9124.18692270297
670,9530.466674033452,8687.395156649238,9108.930915341345
671,9515.21066667183,8672.139149287616,9093.674907979723
672,9499.954659310208,8656.883141925993,9078.4189006181
673,9484.698651948585,8641.62713456437,9063.162893256478
674,9469.442644586963,8626.371127202749,9047.906885894856
675,9454.18663722534,8611.115119841126,9032.650878533233
676,9438.930629863718,8595.859112479504,9017.394871171611
677,9423.674622502096,8580.603105117882,9002.138863809989
678,9408.418615140474,8565.34709775626,8986.882856448367
679,9393.162607778851,8550.091090394637,8971.626849086744
680,9377.90660041723,8534.835083033015,8956.370841725122
681,9362.650593055607,8519.579075671392,8941.1148343635
682,9347.394585693984,8504.32306830977,8925.858827001877
683,9332.138578332362,8489.067060948148,8910.602819640255
684,9316.88257097074,8473.811053586525,8895.346812278633
685,9301.626563609118,8458.555046224903,8880.09080491701
686,9286.370556247495,8443.29903886328,8864.834797555388
687,9271.114548885873,8428.043031501658,8849.578790193766
688,9255.85854152425,8412.787024140036,8834.322782832143
689,9240.602534162628,8397.531016778414,8819.066775470521
690,9225.346526801006,8382.275009416791,8803.810768108899
691,9210.090519439384,8367.019002055169,8788.554760747276
692,9194.834512077761,8351.762994693547,8773.298753385654
693,9179.578504716139,8336.506987331924,8758.042746024032
694,9164.322497354517,8321.250979970302,8742.78673866241
695,9149.066489992894,8305.99497260868,8727.530731300787
696,9133.810482631272,8290.738965247057,8712.274723939165
697,9118.55447526965,8275.482957885435,8697.018716577542
698,9103.298467908027,8260.226950523813,8681.76270921592
699,9088.042460546405,8244.97094316219,8666.506701854298
700,9072.786453184783,8229.714935800568,8651.250694492675
701,9057.53044582316,8214.458928438946,8635.994687131053
702,9042.274438461538,8199.202921077323,8620.73867976943
703,9027.018431099916,8183.946913715701,8605.482672407808
704,9011.762423738293,8168.690906354079,8590.226665046186
705,8996.506416376671,8153.4348989924565,8574.970657684564
706,8981.250409015049,8138.178891630834,8559.714650322941
707,8965.994401653426,8122.922884269212,8544.45864296132
708,8950.738394291804,8107.6668769075895,8529.202635599697
709,8935.482386930182,8092.410869545967,8513.946628238074
710,8920.22637956856,8077.154862184345,8498.690620876452
711,8904.970372206937,8061.898854822723,8483.43461351483
712,8889.714364845315,8046.6428474611,8468.178606153208
713,8874.458357483692,8031.386840099478,8452.922598791585
714,8859.20235012207,8016.130832737856,8437.666591429963
715,8843.946342760448,8000.874825376233,8422.41058406834
716,8828.690335398825,7985.618818014611,8407.154576706718
717,8813.434328037203,7970.362810652989,8391.898569345096
718,8798.17832067558,7955.106803291366,8376.642561983474
