date,close,volume,relative_volume,ma_alignment,price_vs_sma_50_pct,rsi_14,rsi_overbought,rsi_oversold,atr_14,atr_pct,market_stage,sma_5,sma_10,sma_20,sma_50,sma_100,sma_200,sma_5_diff_pct,sma_10_diff_pct,sma_20_diff_pct,sma_50_diff_pct,sma_100_diff_pct,sma_200_diff_pct
2025-05-20,1295.0,9830100,0.34543236236083574,SMA_200 > SMA_50 > SMA_100 > SMA_20 > SMA_10 > SMA_5,-4.954128440366973,43.948551267092974,0,0,61.31056012130338,4.734406186973234,downtrend,1323.0,1331.0,1343.75,1362.5,1355.7,1460.45,-0.2262443438914019,-0.2996254681647992,-0.2597884579699339,-0.2708241838676684,-0.1105216622457994,-0.03935593162335271
