Stock,Market Cap and Buy Analysis,Buy Analysis,Volume Analysis Result,Volume Analysis 5 Days,Volume Analysis 20 Days,Volume Analysis 50 Days,MA Analysis,MA5,MA5 Symbol,MA10,MA10 Symbol,MA20,MA20 Symbol,MA50,MA50 Symbol,MA100,MA100 Symbol,MA200,MA200 Symbol,3D Change%,5D Change%,20D Change%,Yesterday Closing Price,Current Price,Volatility in 3 Day,Volatility in 5 Days,Volatility in 20 Days,Market Cap Value,Volume Average in 5 Days,Volume Average in 20 Days,Volume Average in 50 Days,Volume Average in 100 Days
ABBA.JK,106269024256.0,-2,0.0,0.0,0.0,0.0,"['>', '>', '<', '<', '<', '<']",25.8,>,26.4,>,27.9,<,29.3,<,31.27,<,31.12,<,3.8461538461538463,8.0,-3.571428571428571,26.0,27.0,0.4714045207910317,0.7483314773547883,1.9209372712298547,106269024256.0,623280.0,1088475.0,1007272.0,1322029.0
ABDA.JK,2359066624000.0,-4,0.0,0.0,0.0,0.0,"['=', '=', '<', '<', '<', '<']",3800.0,=,3800.0,=,3891.0,<,3992.4,<,4130.7,<,4547.85,<,0.0,0.0,-6.403940886699508,3800.0,3800.0,0.0,0.0,124.01209618420293,2359066624000.0,20.0,115.0,46.0,42.0
ABMM.JK,9828816650240.0,0,0.0,0.0,0.0,0.0,"['>', '>', '>', '<', '<', '<']",3494.0,>,3467.0,>,3496.0,>,3630.0,<,3906.4,<,3812.0,<,2.881844380403458,3.4782608695652173,2.586206896551724,3540.0,3570.0,41.899350299921785,51.61395160225576,50.33885179461288,9828816650240.0,700080.0,952255.0,2184164.0,5299314.0
ACES.JK,12925902258176.0,-6,0.0,0.0,0.0,0.0,"['<', '<', '<', '<', '<', '<']",789.0,<,798.0,<,791.75,<,831.0,<,816.25,<,834.225,<,-5.031446540880504,-6.790123456790123,0.0,790.0,755.0,17.795130420052185,18.275666882497067,23.35995505132662,12925902258176.0,17076320.0,25929160.0,28236464.0,41752968.0
ACRO.JK,378138427392.0,5,0.0,0.0,1.0,0.0,"['=', '>', '>', '>', '>', '>']",109.0,=,92.6,>,82.1,>,77.3,>,77.86,>,84.285,>,0.9259259259259258,0.0,53.52112676056338,109.0,109.0,0.4714045207910317,0.6324555320336759,16.06206711478943,378138427392.0,121820580.0,35828100.0,15315314.0,9759115.0
ACST.JK,1128092794880.0,-2,0.0,1.0,0.0,0.0,"['>', '>', '<', '<', '<', '<']",87.0,>,88.2,>,92.35,<,99.64,<,108.94,<,111.96,<,2.2988505747126435,2.2988505747126435,-11.0,86.0,89.0,1.247219128924647,1.0954451150103321,4.788266909853711,1128092794880.0,1024460.0,2437090.0,2605442.0,7373601.0
ADCP.JK,1111110057984.0,-3,0.0,0.0,0.0,0.0,"['=', '=', '=', '<', '<', '<']",50.0,=,50.0,=,50.0,=,50.08,<,50.21,<,50.13,<,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,1111110057984.0,76800.0,91885.0,1749176.0,5914491.0
ADES.JK,5368062672896.0,-2,0.0,0.0,0.0,0.0,"['>', '>', '<', '<', '<', '<']",9080.0,>,9097.5,>,9263.75,<,10010.0,<,10074.75,<,9993.5,<,0.0,0.8310249307479225,-2.4128686327077746,9100.0,9100.0,0.0,29.154759474226502,182.7694928044612,5368062672896.0,52880.0,67145.0,72120.0,60974.0
ADHI.JK,1916935077888.0,-2,0.0,0.0,0.0,0.0,"['>', '>', '<', '<', '<', '<']",218.0,>,226.0,>,240.9,<,261.56,<,275.72,<,261.78,<,6.5420560747663545,3.6363636363636362,-8.799999999999999,212.0,228.0,7.118052168020874,5.656854249492381,17.4868522038702,1916935077888.0,7086180.0,7223485.0,13662226.0,41636375.0
ADMF.JK,9824999833600.0,-6,0.0,0.0,0.0,0.0,"['<', '<', '<', '<', '<', '<']",9875.0,<,9932.5,<,10032.5,<,10388.0,<,10838.25,<,11625.0,<,-0.25380710659898476,-1.256281407035176,-2.722772277227723,9850.0,9825.0,11.785113019775793,44.721359549995796,117.81871667948178,9824999833600.0,104180.0,81390.0,83820.0,72710.0
