date,close,volume,relative_volume,ma_alignment,price_vs_sma_50_pct,rsi_14,rsi_overbought,rsi_oversold,atr_14,atr_pct,market_stage,sma_5,sma_10,sma_20,sma_50,sma_100,sma_200,sma_5_diff_pct,sma_10_diff_pct,sma_20_diff_pct,sma_50_diff_pct,sma_100_diff_pct,sma_200_diff_pct
2025-05-20,282.0,25600,0.0791454761867957,SMA_5 > SMA_10 > SMA_20 > SMA_200 > SMA_50 > SMA_100,15.441296872441459,59.86732574566517,0,0,17.141448546903508,6.078527853511882,uptrend,287.2,285.2,268.5,244.28,241.06,259.61,0.0,0.42253521126760507,0.9019165727170098,0.34505422280644016,0.13292348591842362,0.05395614136507465
