Stock,Market Cap and Buy Analysis,Buy Analysis,Volume Analysis Result,Volume Analysis 5 Days,Volume Analysis 20 Days,Volume Analysis 50 Days,MA Analysis,MA5,MA5 Symbol,MA10,MA10 Symbol,MA20,MA20 Symbol,MA50,MA50 Symbol,MA100,MA100 Symbol,MA200,MA200 Symbol,3D Change%,5D Change%,20D Change%,Yesterday Closing Price,Current Price,Volatility in 3 Day,Volatility in 5 Days,Volatility in 20 Days,Market Cap Value,Volume Average in 5 Days,Volume Average in 20 Days,Volume Average in 50 Days,Volume Average in 100 Days
ABBA.JK,98397249536.0,-6,0.0,0.0,1.0,0.0,"['<', '<', '<', '<', '<', '<']",26.4,<,27.5,<,28.15,<,30.22,<,31.23,<,31.63,<,0.0,-13.793103448275861,-10.714285714285714,26.0,25.0,0.4714045207910317,1.4966629547095767,1.7399712641305316,98397249536.0,2079280.0,1025400.0,1424570.0,1319260.0
ABDA.JK,2359066624000.0,-5,0.0,0.0,0.0,0.0,"['=', '<', '<', '<', '<', '<']",3800.0,=,3826.0,<,3943.0,<,4013.2,<,4158.7,<,4574.35,<,0.0,0.0,-6.403940886699508,3800.0,3800.0,0.0,0.0,129.3483668238606,2359066624000.0,20.0,110.0,44.0,41.0
ABMM.JK,9498436567040.0,-4,0.0,0.0,0.0,0.0,"['>', '<', '<', '<', '<', '<']",3432.0,>,3480.0,<,3506.5,<,3679.6,<,3915.7,<,3811.9,<,1.7699115044247788,-0.2890173410404624,-4.696132596685083,3430.0,3450.0,24.944382578492945,24.0,54.61455849862745,9498436567040.0,1064540.0,1075200.0,2486056.0,5442024.0
ACES.JK,13867524554752.0,-2,0.0,0.0,0.0,0.0,"['>', '<', '>', '<', '<', '<']",807.0,>,811.0,<,790.5,>,839.0,<,814.45,<,835.35,<,1.25,1.25,3.1847133757961785,795.0,810.0,6.236095644623236,12.489995996796797,22.85278976405288,13867524554752.0,23570680.0,25715270.0,28964564.0,44175768.0
ACRO.JK,378138427392.0,6,0.0,0.0,0.0,0.0,"['>', '>', '>', '>', '>', '>']",84.0,>,77.6,>,74.6,>,74.84,>,76.57,>,84.1,>,23.863636363636363,51.388888888888886,53.52112676056338,81.0,109.0,11.897712198383164,14.071247279470288,8.946507698538015,378138427392.0,49312560.0,13528800.0,6407858.0,5322595.0
ACST.JK,1102742421504.0,-6,0.0,0.0,0.0,0.0,"['<', '<', '<', '<', '<', '<']",88.6,<,90.8,<,95.35,<,101.34,<,109.55,<,113.13,<,0.0,-4.395604395604396,-15.53398058252427,87.0,87.0,0.0,1.9595917942265424,5.1795270054320595,1102742421504.0,1314340.0,2441215.0,3153434.0,7411383.0
ADCP.JK,1111110057984.0,-3,0.0,3.0,0.0,0.0,"['=', '=', '=', '<', '<', '<']",50.0,=,50.0,=,50.0,=,50.08,<,50.21,<,50.13,<,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,1111110057984.0,40700.0,94885.0,2188842.0,5925816.0
ADES.JK,5323820630016.0,-6,0.0,4.0,0.0,0.0,"['<', '<', '<', '<', '<', '<']",9055.0,<,9227.5,<,9385.0,<,10145.5,<,10099.75,<,10020.375,<,0.2777777777777778,-0.8241758241758242,-6.476683937823833,9100.0,9025.0,42.49182927993987,40.0,226.8534769405133,5323820630016.0,95040.0,70280.0,73608.0,60663.0
ADHI.JK,1849674170368.0,-6,0.0,2.0,0.0,0.0,"['<', '<', '<', '<', '<', '<']",228.0,<,242.6,<,249.1,<,267.84,<,276.52,<,263.37,<,-0.9009009009009009,-9.090909090909092,-17.293233082706767,220.0,220.0,0.9428090415820634,9.20869154657707,13.689046716261874,1849674170368.0,7691320.0,6996270.0,15506872.0,42100572.0
ADMF.JK,9949999529984.0,-6,0.0,1.0,1.0,0.0,"['<', '<', '<', '<', '<', '<']",9975.0,<,10032.5,<,10096.25,<,10485.0,<,10891.75,<,11692.5,<,0.2518891687657431,-0.5,-1.9704433497536946,10000.0,9950.0,31.18047822311618,31.622776601683793,90.57973007246157,9949999529984.0,77080.0,77325.0,79694.0,70774.0
ADMG.JK,427809800192.0,-6,0.0,0.0,0.0,0.0,"['<', '<', '<', '<', '<', '<']",110.2,<,112.6,<,115.45,<,121.92,<,124.23,<,122.04,<,1.8518518518518516,-2.6548672566371683,-9.836065573770492,108.0,110.0,0.9428090415820634,2.039607805437114,3.827205246651922,427809800192.0,126720.0,178330.0,227488.0,266423.0
ADMR.JK,45788176580608.0,-6,0.0,2.0,0.0,0.0,"['<', '<', '<', '<', '<', '<']",1141.0,<,1203.5,<,1240.75,<,1326.0,<,1334.05,<,1349.7,<,-0.8849557522123894,-3.862660944206009,-11.462450592885375,1150.0,1120.0,12.472191289246473,15.620499351813308,66.91926105389987,45788176580608.0,25282920.0,20681520.0,19731194.0,30823156.0
ADRO.JK,78127099281408.0,-6,0.0,5.0,0.0,0.0,"['<', '<', '<', '<', '<', '<']",2546.0,<,2578.0,<,2620.5,<,3320.8,<,3435.0,<,3109.55,<,0.0,1.1952191235059761,-32.62599469496021,2550.0,2540.0,4.714045207910317,25.768197453450252,400.3058205922067,78127099281408.0,71635000.0,227262605.0,150201694.0,117303171.0
AEGS.JK,31188480000.0,-6,0.0,0.0,0.0,0.0,"['<', '<', '<', '<', '<', '<']",31.2,<,31.6,<,32.65,<,33.24,<,33.78,<,40.995,<,0.0,-3.125,-8.823529411764707,31.0,31.0,0.0,0.4,1.7399712641305316,31188480000.0,537700.0,8239780.0,6126294.0,3680882.0
AGAR.JK,185000001536.0,-6,0.0,2.0,0.0,0.0,"['<', '<', '<', '<', '<', '<']",197.8,<,205.7,<,219.45,<,256.02,<,324.71,<,256.795,<,-5.128205128205128,-11.057692307692307,-26.0,199.0,185.0,5.887840577551898,7.678541528180987,17.29877163269115,185000001536.0,53760.0,163240.0,257550.0,341753.0
AGII.JK,4461990248448.0,-6,0.0,5.0,1.0,0.0,"['<', '<', '<', '<', '<', '<']",1488.0,<,1520.0,<,1560.5,<,1648.6,<,1696.9,<,1699.65,<,-2.348993288590604,-4.590163934426229,-12.612612612612612,1460.0,1455.0,15.456030825826174,27.313000567495326,53.73313688963264,4461990248448.0,31100.0,33450.0,40168.0,55959.0
AGRO.JK,5244986064896.0,-6,0.0,1.0,0.0,0.0,"['<', '<', '<', '<', '<', '<']",215.6,<,225.2,<,230.5,<,246.68,<,254.18,<,253.17,<,-0.9345794392523363,-5.357142857142857,-12.396694214876034,206.0,212.0,3.39934634239519,6.6211781428987395,10.21518477561713,5244986064896.0,13366360.0,11225925.0,25744168.0,32938536.0
