date,close,volume,relative_volume,ma_alignment,price_vs_sma_50_pct,rsi_14,rsi_overbought,rsi_oversold,atr_14,atr_pct,market_stage,sma_5,sma_10,sma_20,sma_50,sma_100,sma_200,sma_5_diff_pct,sma_10_diff_pct,sma_20_diff_pct,sma_50_diff_pct,sma_100_diff_pct,sma_200_diff_pct
2025-05-20,208.0,145000,0.38027799632835035,SMA_200 > SMA_100 > SMA_5 > SMA_10 > SMA_50 > SMA_20,13.847837985769026,61.559043742542386,0,0,17.376215521095318,8.353949769757364,downtrend,205.8,185.4,173.65,182.7,212.05,215.4,4.361054766734296,2.37437879624518,1.342281879194629,-0.13119055428009174,0.17952473189399853,-0.5586076358432224
