Stock,Market Cap and Buy Analysis,Buy Analysis,Volume Analysis Result,Volume Analysis 5 Days,Volume Analysis 20 Days,Volume Analysis 50 Days,MA Analysis,MA5,MA5 Symbol,MA10,MA10 Symbol,MA20,MA20 Symbol,MA50,MA50 Symbol,MA100,MA100 Symbol,MA200,MA200 Symbol,3D Change%,5D Change%,20D Change%,Yesterday Closing Price,Current Price,Volatility in 3 Day,Volatility in 5 Days,Volatility in 20 Days,Market Cap Value,Volume Average in 5 Days,Volume Average in 20 Days,Volume Average in 50 Days,Volume Average in 100 Days
ABBA.JK,114140807168.0,0,0.0,1.0,1.0,0.0,"['>', '>', '>', '<', '<', '<']",27.6,>,27.9,>,28.2,>,32.18,<,31.04,<,33.27,<,11.538461538461538,3.571428571428571,3.571428571428571,28.0,29.0,1.247219128924647,1.019803902718557,0.9273618495495703,114140807168.0,302340.0,377105.0,1275894.0,1211016.0
ABDA.JK,2520476286976.0,-1,0.0,0.0,0.0,0.0,"['=', '=', '=', '>', '<', '<']",4060.0,=,4060.0,=,4060.0,=,4059.4,>,4298.7,<,4686.85,<,0.0,0.0,0.0,4060.0,4060.0,0.0,0.0,0.0,2520476286976.0,0.0,0.0,4.0,27.0
ABMM.JK,9581030801408.0,-6,0.0,4.0,0.0,0.0,"['<', '<', '<', '<', '<', '<']",3514.0,<,3543.0,<,3548.0,<,3878.6,<,3955.4,<,3807.85,<,-0.5714285714285714,-1.971830985915493,0.0,3480.0,3480.0,9.428090415820632,34.40930106817051,64.0,9581030801408.0,1154680.0,2475915.0,3793054.0,5625635.0
ACES.JK,13011503808512.0,-6,0.0,5.0,0.0,0.0,"['<', '<', '<', '<', '<', '<']",768.0,<,786.0,<,812.25,<,863.4,<,815.25,<,836.425,<,-1.2987012987012987,-2.564102564102564,-16.939890710382514,755.0,760.0,6.236095644623236,9.273618495495704,36.758502417808046,13011503808512.0,19323020.0,28330395.0,31893568.0,44743414.0
ACRO.JK,246310354944.0,-6,0.0,0.0,0.0,0.0,"['<', '<', '<', '<', '<', '<']",71.4,<,71.8,<,72.15,<,75.26,<,77.08,<,85.125,<,-1.3888888888888888,2.898550724637681,-1.3888888888888888,71.0,71.0,0.4714045207910317,1.624807680927192,1.1521718621802912,246310354944.0,2323480.0,1411270.0,1741018.0,3059061.0
ACST.JK,1242169606144.0,-6,0.0,0.0,0.0,0.0,"['<', '<', '<', '<', '<', '<']",100.6,<,102.0,<,101.65,<,107.6,<,111.64,<,115.92,<,-2.0,-3.9215686274509802,-2.9702970297029703,100.0,98.0,0.9428090415820634,1.7435595774162693,1.5898113095584645,1242169606144.0,1688460.0,2275940.0,3455716.0,7545647.0
ADCP.JK,1111110057984.0,-3,0.0,1.0,0.0,0.0,"['=', '=', '=', '<', '<', '<']",50.0,=,50.0,=,50.0,=,50.1,<,50.21,<,50.155,<,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,1111110057984.0,55940.0,1026910.0,2416440.0,5942038.0
ADES.JK,5515537022976.0,-6,0.0,1.0,0.0,0.0,"['<', '<', '<', '<', '<', '<']",9565.0,<,9672.5,<,9952.5,<,10473.0,<,10210.25,<,10037.75,<,-4.102564102564102,-4.102564102564102,-11.79245283018868,9325.0,9350.0,194.72202409246538,189.47295321496418,363.65333767201975,5515537022976.0,43180.0,62320.0,76974.0,55763.0
ADHI.JK,2101902442496.0,-6,0.0,1.0,0.0,0.0,"['<', '<', '<', '<', '<', '<']",253.6,<,258.8,<,264.0,<,277.8,<,276.8,<,266.79,<,-1.574803149606299,-3.10077519379845,-9.420289855072465,250.0,250.0,1.8856180831641267,3.1999999999999997,8.94427190999916,2101902442496.0,7468240.0,12797595.0,21935490.0,45358584.0
ADMF.JK,10100000423936.0,-6,0.0,0.0,0.0,0.0,"['<', '<', '<', '<', '<', '<']",10150.0,<,10197.5,<,10352.5,<,10817.5,<,11138.0,<,11809.5,<,-1.70316301703163,-0.49261083743842365,-6.046511627906977,10100.0,10100.0,82.49579113843053,65.19202405202648,207.047699818182,10100000423936.0,57240.0,84735.0,70944.0,73136.0
