date,close,volume,relative_volume,ma_alignment,price_vs_sma_50_pct,rsi_14,rsi_overbought,rsi_oversold,atr_14,atr_pct,market_stage,sma_5,sma_10,sma_20,sma_50,sma_100,sma_200,sma_5_diff_pct,sma_10_diff_pct,sma_20_diff_pct,sma_50_diff_pct,sma_100_diff_pct,sma_200_diff_pct
2025-05-20,55.0,2200500,0.22620713192383485,,4.009077155824503,55.04226262361252,0,0,2.9530510959882457,5.369183810887719,unknown,54.0,53.1,52.35,52.88,,,0.746268656716409,0.5681818181818343,0.3835091083413289,-0.33923859781379573,,
