date,close,volume,relative_volume,ma_alignment,price_vs_sma_50_pct,rsi_14,rsi_overbought,rsi_oversold,atr_14,atr_pct,market_stage,sma_5,sma_5_diff_pct,sma_10,sma_10_diff_pct,sma_20,sma_20_diff_pct,sma_50,sma_50_diff_pct
2025-07-04,525.0,3691600,0.27,SMA_20 > SMA_5 > SMA_10 > SMA_50,0.25,49.38,0,0,36.52,6.96,unknown,529.0,0.19,529.0,-0.47,539.75,0.38,523.68,0.16
