date,close,volume,relative_volume,ma_alignment,price_vs_sma_50_pct,rsi_14,rsi_overbought,rsi_oversold,atr_14,atr_pct,market_stage,sma_5,sma_10,sma_20,sma_50,sma_100,sma_200,sma_5_diff_pct,sma_10_diff_pct,sma_20_diff_pct,sma_50_diff_pct,sma_100_diff_pct,sma_200_diff_pct
2022-06-24,4340.0,66083900,0.3943113090825306,0,,44.79500232129246,0,0,94.59824643311691,2.179683097537256,unknown,4350.0,4370.0,4424.5,,,,-0.13774104683195176,-0.13711151736746086,-0.011299435028244709,,,
2022-06-27,4280.0,152306100,0.9246901599999005,0,,40.83351124091828,0,0,92.48422093597404,2.160846283550795,unknown,4326.0,4364.0,4411.5,,,,-0.5517241379310311,-0.13729977116704317,-0.29381851056616837,,,
2022-06-28,4300.0,178535800,1.0889584191567503,0,,42.654031188141055,0,0,88.88527038612891,2.0670993113053235,unknown,4310.0,4358.0,4405.0,,,,-0.3698566805362957,-0.1374885426214445,-0.14734217386376258,,,
2022-06-29,4180.0,228536100,1.4612613354547794,0,,35.58007401831844,0,0,92.32254669239532,2.2086733658467783,unknown,4282.0,4331.0,4382.5,,,,-0.649651972157772,-0.6195502524093621,-0.5107832009080604,,,
2022-06-30,4150.0,239939100,1.5272186986143466,0,,34.059306470789444,0,0,92.95667805032141,2.2399199530197933,unknown,4250.0,4303.0,4366.0,,,,-0.7473143390938852,-0.6465019625952473,-0.37649743297204497,,,
2022-07-01,4140.0,154659500,0.9729500026264577,0,,33.54462053479999,0,0,92.71516379847935,2.2394967101081966,unknown,4210.0,4280.0,4347.0,,,,-0.9411764705882342,-0.5345108064141346,-0.43518094365552207,,,
2022-07-04,4040.0,246853600,1.510379354831762,0,,28.849660582697435,0,1,99.77258755616997,2.4696185038655933,unknown,4162.0,4244.0,4327.5,,,,-1.140142517814724,-0.8411214953271018,-0.448585231193932,,,
2022-07-05,4090.0,180648400,1.089525436452587,0,,33.836038565204724,0,0,101.39280391063072,2.4790416604066188,unknown,4120.0,4215.0,4312.0,,,,-1.00913022585295,-0.6833176248821848,-0.3581744656268038,,,
2022-07-06,4080.0,125309100,0.7615726323435674,0,,33.33289042270142,0,0,99.6939710240008,2.443479681960804,unknown,4100.0,4191.0,4292.5,,,,-0.4854368932038833,-0.5693950177935947,-0.452226345083484,,,
2022-07-07,4050.0,172127500,1.042831315116751,0,,31.8049144257737,0,0,97.3546054839494,2.4038174193567756,unknown,4080.0,4165.0,4270.5,,,,-0.4878048780487809,-0.6203769983297525,-0.5125218404193332,,,
2022-07-08,4200.0,112914000,0.7075564141263512,0,,45.305233116915154,0,0,101.47186369238096,2.4159967545804992,unknown,4092.0,4151.0,4260.5,,,,0.2941176470588225,-0.3361344537815114,-0.2341646177262624,,,
2022-07-11,4120.0,80867700,0.5202985918146281,0,,40.67979276224957,0,0,101.35752815229557,2.460134178453776,unknown,4108.0,4135.0,4249.5,,,,0.3910068426197455,-0.38544928932787714,-0.2581856589602194,,,
2022-07-12,4110.0,56085200,0.3721380687360482,0,,40.12828702682977,0,0,96.62084147454526,2.3508720553417337,unknown,4112.0,4116.0,4237.0,,,,0.09737098344693162,-0.4594921402660268,-0.29415225320625904,,,
2022-07-13,4060.0,165745200,1.0979303033531829,0,,37.398198841398546,0,0,96.88020976549184,2.386212063189454,unknown,4108.0,4104.0,4217.5,,,,-0.09727626459143934,-0.2915451895043719,-0.4602312957281085,,,
