date,close,volume,relative_volume,ma_alignment,price_vs_sma_50_pct,rsi_14,rsi_overbought,rsi_oversold,atr_14,atr_pct,market_stage,sma_5,sma_5_diff_pct,sma_10,sma_10_diff_pct,sma_20,sma_20_diff_pct,sma_50,sma_50_diff_pct,sma_100,sma_100_diff_pct,sma_200,sma_200_diff_pct
2025-07-04,334.0,3847000,1.37,SMA_5 > SMA_20 > SMA_10 > SMA_50 > SMA_100 > SMA_200,12.41,68.81,0,0,13.75,4.12,uptrend,324.8,1.25,315.2,1.09,315.3,0.29,297.12,0.5,290.98,0.19,259.96,0.28
