date,close,volume,relative_volume,ma_alignment,price_vs_sma_50_pct,rsi_14,rsi_overbought,rsi_oversold,atr_14,atr_pct,market_stage,sma_5,sma_5_diff_pct,sma_10,sma_10_diff_pct,sma_20,sma_20_diff_pct,sma_50,sma_50_diff_pct
2025-07-04,197.0,6130300,0.84,SMA_20 > SMA_10 > SMA_50 > SMA_5,-0.69,44.76,0,0,6.03,3.06,unknown,196.4,-0.2,198.6,-0.15,202.0,-0.07,198.36,
