date,close,volume,relative_volume,ma_alignment,price_vs_sma_50_pct,rsi_14,rsi_overbought,rsi_oversold,atr_14,atr_pct,market_stage,sma_5,sma_5_diff_pct,sma_10,sma_10_diff_pct,sma_20,sma_20_diff_pct
2025-07-04,62.0,18869500,0.91,SMA_20 > SMA_10 > SMA_5,,15.6,0,1,4.91,7.92,unknown,65.8,-1.79,66.9,-1.04,68.2,-0.29
