date,close,volume,relative_volume,ma_alignment,price_vs_sma_50_pct,rsi_14,rsi_overbought,rsi_oversold,atr_14,atr_pct,market_stage,sma_5,sma_5_diff_pct,sma_10,sma_10_diff_pct,sma_20,sma_20_diff_pct,sma_50,sma_50_diff_pct,sma_100,sma_100_diff_pct,sma_200,sma_200_diff_pct
2025-07-04,795.0,884000,0.46,SMA_5 > SMA_50 > SMA_200 > SMA_10 > SMA_20 > SMA_100,-0.29,52.84,0,0,29.37,3.69,downtrend,804.0,1.01,778.0,0.58,773.5,-0.13,797.3,0.24,711.75,0.15,784.0,-0.1
