date,close,volume,relative_volume,ma_alignment,price_vs_sma_50_pct,rsi_14,rsi_overbought,rsi_oversold,atr_14,atr_pct,market_stage,sma_5,sma_10,sma_20,sma_50,sma_100,sma_200,sma_5_diff_pct,sma_10_diff_pct,sma_20_diff_pct,sma_50_diff_pct,sma_100_diff_pct,sma_200_diff_pct
2025-05-20,83.0,6279800,0.2928696331854248,SMA_200 > SMA_100 > SMA_10 > SMA_20 > SMA_5 > SMA_50,-4.531861053600181,42.82539617188743,0,0,5.7479906926753985,6.9252899911751795,downtrend,87.4,88.8,88.35,86.94,104.46,121.17,-1.5765765765765716,-0.7821229050279377,0.0,-0.6400000000000072,-0.36245707745136135,-0.20178725857595836
