date,close,volume,relative_volume,ma_alignment,price_vs_sma_50_pct,rsi_14,rsi_overbought,rsi_oversold,atr_14,atr_pct,market_stage,sma_5,sma_10,sma_20,sma_50,sma_100,sma_200,sma_5_diff_pct,sma_10_diff_pct,sma_20_diff_pct,sma_50_diff_pct,sma_100_diff_pct,sma_200_diff_pct
2025-05-20,67.0,11850800,1.0272559857459433,SMA_200 > SMA_5 > SMA_10 > SMA_20 > SMA_100 > SMA_50,18.963068181818183,66.00595760286879,0,0,3.504668697511522,5.230848802256003,downtrend,66.6,64.1,62.25,56.32,58.63,68.33,0.9090909090909038,1.4240506329113778,0.9732360097323589,0.49964311206280865,-0.05114217524717635,-0.007316894709874511
