date,close,volume,relative_volume,ma_alignment,price_vs_sma_50_pct,rsi_14,rsi_overbought,rsi_oversold,atr_14,atr_pct,market_stage,sma_5,sma_10,sma_20,sma_50,sma_100,sma_200,sma_5_diff_pct,sma_10_diff_pct,sma_20_diff_pct,sma_50_diff_pct,sma_100_diff_pct,sma_200_diff_pct
2025-05-20,118.0,765100,0.22358074008702436,SMA_10 > SMA_5 > SMA_200 > SMA_20 > SMA_50 > SMA_100,19.602675856476793,69.9545490201484,0,0,6.114427124893557,5.181717902452167,downtrend,117.0,118.2,106.65,98.66,98.28,109.49,0.34305317324185847,0.339558573853993,1.3301662707838613,0.243852875431827,0.14265335235377208,-0.0547695116385194
