Stock,Market Cap and Buy Analysis,Buy Analysis,Volume Analysis Result,Volume Analysis 5 Days,Volume Analysis 20 Days,Volume Analysis 50 Days,MA Analysis,MA5,MA5 Symbol,MA10,MA10 Symbol,MA20,MA20 Symbol,MA50,MA50 Symbol,MA100,MA100 Symbol,MA200,MA200 Symbol,3D Change%,5D Change%,20D Change%,Yesterday Closing Price,Current Price,Volatility in 3 Day,Volatility in 5 Days,Volatility in 20 Days,Market Cap Value,Volume Average in 5 Days,Volume Average in 20 Days,Volume Average in 50 Days,Volume Average in 100 Days
ABBA.JK,114140807168.0,-3,0.0,0.0,0.0,0.0,"['=', '<', '>', '<', '<', '<']",29.0,=,29.4,<,28.6,>,31.06,<,31.4,<,32.395,<,3.571428571428571,-3.3333333333333335,0.0,30.0,29.0,0.816496580927726,0.8944271909999159,1.2806248474865698,114140807168.0,878400.0,557685.0,1272188.0,1255146.0
ABDA.JK,2359066624000.0,-6,0.0,0.0,0.0,0.0,"['<', '<', '<', '<', '<', '<']",3852.0,<,3956.0,<,4008.0,<,4039.2,<,4203.7,<,4616.85,<,0.0,-6.403940886699508,-6.403940886699508,3800.0,3800.0,0.0,104.0,104.0,2359066624000.0,420.0,105.0,42.0,48.0
ABMM.JK,9663626084352.0,-6,0.0,0.0,0.0,0.0,"['<', '<', '<', '<', '<', '<']",3538.0,<,3525.0,<,3542.0,<,3760.6,<,3936.5,<,3813.45,<,-1.4044943820224718,-0.847457627118644,-2.2284122562674096,3520.0,3510.0,21.602468994692867,20.396078054371138,34.87119154832539,9663626084352.0,1104340.0,1002975.0,2745292.0,5489874.0
ACES.JK,14038728704000.0,2,0.0,2.0,1.0,0.0,"['>', '>', '>', '<', '>', '<']",807.0,>,785.5,>,791.25,>,847.5,<,814.15,>,834.925,<,0.0,6.493506493506493,2.5,825.0,820.0,2.357022603955158,20.396078054371138,23.920441049445557,14038728704000.0,34082540.0,26808830.0,29522260.0,44146836.0
ACRO.JK,246310354944.0,-6,0.0,0.0,0.0,0.0,"['<', '<', '<', '<', '<', '<']",71.6,<,71.6,<,71.8,<,74.2,<,76.38,<,84.2,<,-2.73972602739726,-1.3888888888888888,-1.3888888888888888,70.0,71.0,1.247219128924647,1.019803902718557,1.16619037896906,246310354944.0,1261080.0,1343835.0,1599702.0,2897089.0
ACST.JK,1166118354944.0,-6,0.0,0.0,0.0,0.0,"['<', '<', '<', '<', '<', '<']",94.2,<,96.5,<,99.45,<,104.2,<,110.65,<,114.585,<,-2.127659574468085,-5.154639175257731,-9.803921568627452,95.0,92.0,1.247219128924647,1.7204650534085253,3.680692869555948,1166118354944.0,4243660.0,3013755.0,3500016.0,7478990.0
ADCP.JK,1111110057984.0,-3,0.0,0.0,0.0,0.0,"['=', '=', '=', '<', '<', '<']",50.0,=,50.0,=,50.0,=,50.08,<,50.21,<,50.155,<,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,1111110057984.0,149160.0,134885.0,2216874.0,5937451.0
ADES.JK,5515537022976.0,-6,0.0,1.0,0.0,0.0,"['<', '<', '<', '<', '<', '<']",9435.0,<,9430.0,<,9607.5,<,10356.0,<,10165.5,<,10051.375,<,-1.0582010582010581,-1.5789473684210527,-6.265664160401002,9450.0,9350.0,47.14045207910317,48.98979485566356,198.6045064946916,5515537022976.0,70540.0,59200.0,75460.0,56740.0
ADHI.JK,2135532896256.0,-6,0.0,0.0,0.0,0.0,"['<', '<', '<', '<', '<', '<']",259.2,<,255.8,<,257.7,<,274.36,<,277.2,<,265.74,<,-3.0534351145038165,-2.307692307692308,-0.78125,258.0,254.0,3.265986323710904,2.993325909419153,5.109794516416486,2135532896256.0,7247860.0,8568370.0,19056598.0,43199911.0
ADMF.JK,10050000125952.0,-6,0.0,3.0,0.0,0.0,"['<', '<', '<', '<', '<', '<']",10125.0,<,10132.5,<,10193.75,<,10624.5,<,10993.25,<,11759.0,<,-1.2285012285012284,-1.4705882352941175,-2.898550724637681,10100.0,10050.0,51.370116691408136,54.772255750516614,134.13496002161406,10050000125952.0,100340.0,83040.0,77356.0,75014.0
ADMG.JK,443366506496.0,-6,0.0,3.0,0.0,0.0,"['<', '<', '<', '<', '<', '<']",115.4,<,116.3,<,118.35,<,124.06,<,124.04,<,122.84,<,-1.7241379310344827,-0.8695652173913043,-9.523809523809524,115.0,114.0,0.816496580927726,1.019803902718557,2.7617928959282954,443366506496.0,330260.0,178225.0,226334.0,266727.0
ADMR.JK,50694052642816.0,-6,0.0,1.0,0.0,0.0,"['<', '<', '<', '<', '<', '<']",1295.0,<,1288.5,<,1284.25,<,1364.4,<,1345.1,<,1358.875,<,-4.615384615384616,-7.806691449814126,-5.343511450381679,1270.0,1240.0,24.49489742783178,36.87817782917155,31.43544973433655,50694052642816.0,21086020.0,17725190.0,20603404.0,30486820.0
ADRO.JK,79357439639552.0,-4,0.0,0.0,0.0,0.0,"['<', '>', '<', '<', '<', '<']",2626.0,<,2480.0,>,2976.5,<,3474.4,<,3473.6,<,3106.85,<,-1.1494252873563218,-3.731343283582089,-34.183673469387756,2530.0,2580.0,32.99831645537222,71.16178749862878,641.1651503318002,79357439639552.0,252193720.0,240546520.0,146756542.0,114479079.0
AEGS.JK,32194560000.0,-6,0.0,0.0,0.0,0.0,"['<', '<', '<', '<', '<', '<']",32.4,<,32.4,<,33.35,<,33.48,<,33.61,<,42.855,<,0.0,-3.0303030303030303,-8.571428571428571,32.0,32.0,0.0,0.4898979485566356,1.5256146302392357,32194560000.0,16733800.0,11523205.0,6020226.0,3633392.0
AGAR.JK,213999992832.0,-6,0.0,1.0,0.0,0.0,"['<', '<', '<', '<', '<', '<']",218.0,<,222.6,<,237.0,<,269.52,<,332.32,<,253.73,<,-1.834862385321101,-5.3097345132743365,-18.3206106870229,214.0,214.0,1.8856180831641267,4.381780460041329,19.094501826442084,213999992832.0,90860.0,440740.0,257972.0,383300.0
AGII.JK,4768656261120.0,-6,0.0,0.0,0.0,0.0,"['<', '<', '<', '<', '<', '<']",1558.0,<,1571.5,<,1616.0,<,1678.1,<,1710.65,<,1701.7,<,0.3225806451612903,-0.3205128205128205,-7.988165680473373,1550.0,1555.0,2.3570226039551585,9.273618495495704,50.95586325438909,4768656261120.0,38960.0,27410.0,38172.0,54829.0
AGRO.JK,5690314719232.0,-6,0.0,5.0,0.0,0.0,"['<', '<', '<', '<', '<', '<']",238.0,<,235.6,<,234.3,<,252.6,<,255.74,<,254.89,<,-4.166666666666666,-4.958677685950414,0.0,236.0,230.0,4.109609335312651,4.560701700396552,5.413871073455665,5690314719232.0,8787180.0,11970250.0,27477670.0,33512730.0
