date,close,volume,relative_volume,ma_alignment,price_vs_sma_50_pct,rsi_14,rsi_overbought,rsi_oversold,atr_14,atr_pct,market_stage,sma_5,sma_5_diff_pct,sma_10,sma_10_diff_pct,sma_20,sma_20_diff_pct,sma_50,sma_50_diff_pct,sma_100,sma_100_diff_pct
2025-07-04,7000.0,5259500,0.35,SMA_100 > SMA_50 > SMA_20 > SMA_10 > SMA_5,-0.71,50.69,0,0,229.46,3.28,unknown,6820.0,0.89,6867.5,-0.11,6982.5,-0.02,7050.0,0.18,7212.25,-0.27
