Stock,Market Cap and Buy Analysis,Buy Analysis,Volume Analysis Result,Volume Analysis 5 Days,Volume Analysis 20 Days,Volume Analysis 50 Days,MA Analysis,MA5,MA5 Symbol,MA10,MA10 Symbol,MA20,MA20 Symbol,MA50,MA50 Symbol,MA100,MA100 Symbol,MA200,MA200 Symbol,3D Change%,5D Change%,20D Change%,Yesterday Closing Price,Current Price,Volatility in 3 Day,Volatility in 5 Days,Volatility in 20 Days,Market Cap Value,Volume Average in 5 Days,Volume Average in 20 Days,Volume Average in 50 Days,Volume Average in 100 Days
ABBA.JK,106269024256.0,-2,0.0,0.0,0.0,0.0,"['>', '>', '<', '<', '<', '<']",26.2,>,26.3,>,27.85,<,29.08,<,31.27,<,30.99,<,3.8461538461538463,8.0,-6.896551724137931,27.0,27.0,0.4714045207910317,0.7483314773547883,1.9306734576307822,106269024256.0,436400.0,1069110.0,990200.0,1314733.0
ABDA.JK,2359066624000.0,-4,0.0,0.0,0.0,0.0,"['=', '=', '<', '<', '<', '<']",3800.0,=,3800.0,=,3865.0,<,3982.0,<,4116.7,<,4535.85,<,0.0,0.0,-6.403940886699508,3800.0,3800.0,0.0,0.0,112.58330249197702,2359066624000.0,20.0,115.0,46.0,42.0
ABMM.JK,9856348061696.0,0,0.0,1.0,0.0,0.0,"['>', '>', '>', '<', '<', '<']",3520.0,>,3476.0,>,3501.0,>,3619.6,<,3905.1,<,3812.25,<,1.1299435028248588,4.069767441860465,2.8735632183908044,3570.0,3580.0,16.996731711975947,55.49774770204643,53.376024580330075,9856348061696.0,735500.0,936390.0,2157110.0,5286137.0
ACES.JK,12925902258176.0,-6,0.0,1.0,1.0,0.0,"['<', '<', '<', '<', '<', '<']",778.0,<,792.5,<,791.75,<,827.3,<,816.6,<,833.85,<,-4.430379746835443,-5.031446540880504,-0.6578947368421052,755.0,755.0,16.49915822768611,18.867962264113206,23.35995505132662,12925902258176.0,20794720.0,26152995.0,27261996.0,41466977.0
ACRO.JK,364261801984.0,4,0.0,0.0,0.0,0.0,"['<', '>', '>', '>', '>', '>']",108.2,<,96.1,>,83.8,>,77.84,>,78.14,>,84.32,>,-3.669724770642202,-4.545454545454546,47.88732394366197,109.0,105.0,1.8856180831641267,1.7204650534085253,16.58794743179517,364261801984.0,99771200.0,37870635.0,16119008.0,10160400.0
ACST.JK,1153443168256.0,-2,0.0,0.0,0.0,0.0,"['>', '>', '<', '<', '<', '<']",87.8,>,88.2,>,91.9,<,99.3,<,108.83,<,111.725,<,5.813953488372093,5.813953488372093,-7.142857142857142,89.0,91.0,2.0548046676563256,1.9390719429665317,4.459820624195552,1153443168256.0,1045240.0,2345630.0,2466540.0,7367991.0
ADCP.JK,1111110057984.0,-3,0.0,1.0,0.0,0.0,"['=', '=', '=', '<', '<', '<']",50.0,=,50.0,=,50.0,=,50.06,<,50.21,<,50.13,<,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,1111110057984.0,89760.0,89530.0,1582884.0,5912947.0
ADES.JK,5382810370048.0,-2,0.0,1.0,0.0,0.0,"['>', '>', '<', '<', '<', '<']",9100.0,>,9077.5,>,9253.75,<,9979.5,<,10068.0,<,9984.375,<,0.27472527472527475,0.5509641873278237,-2.406417112299465,9100.0,9125.0,11.785113019775793,15.811388300841896,184.60684575605532,5382810370048.0,41000.0,64410.0,71726.0,61233.0
ADHI.JK,2085087215616.0,0,0.0,0.0,0.0,0.0,"['>', '>', '>', '<', '<', '<']",223.6,>,225.8,>,240.8,>,260.44,<,275.84,<,261.56,<,16.9811320754717,14.814814814814813,-0.8,228.0,248.0,14.72714802291635,13.410443691392167,17.440183485273312,2085087215616.0,10605720.0,7769535.0,13640502.0,41794949.0
ADMF.JK,9875000131584.0,-4,0.0,0.0,0.0,0.0,"['>', '<', '<', '<', '<', '<']",9860.0,>,9917.5,<,10021.25,<,10366.0,<,10824.5,<,11606.875,<,0.25380710659898476,-0.25252525252525254,-2.2277227722772275,9825.0,9875.0,20.412414523193153,25.495097567963924,121.52031723131734,9875000131584.0,96520.0,80590.0,80424.0,72983.0
ADMG.JK,427809800192.0,-3,0.0,0.0,0.0,0.0,"['>', '=', '<', '<', '<', '<']",109.8,>,110.0,=,112.95,<,120.08,<,123.88,<,121.345,<,0.9174311926605505,0.0,-6.779661016949152,110.0,110.0,0.4714045207910317,0.4,3.3087006513131407,427809800192.0,172480.0,188835.0,218892.0,241342.0
ADMR.JK,46196999585792.0,-6,0.0,5.0,0.0,0.0,"['<', '<', '<', '<', '<', '<']",1156.0,<,1148.5,<,1216.0,<,1298.6,<,1327.15,<,1341.0,<,-5.833333333333333,-1.7391304347826086,-9.6,1165.0,1130.0,28.577380332470412,25.179356624028344,75.50827769191932,46196999585792.0,12345820.0,19477510.0,18723416.0,29736754.0
ADRO.JK,75666401787904.0,-6,0.0,5.0,0.0,0.0,"['<', '<', '<', '<', '<', '<']",2494.0,<,2520.0,<,2514.5,<,3184.6,<,3399.6,<,3111.85,<,1.2345679012345678,-1.9920318725099602,4.23728813559322,2530.0,2460.0,41.899350299921785,42.23742416388575,109.15470672398877,75666401787904.0,70155180.0,141690110.0,150560694.0,116938106.0
AEGS.JK,31188480000.0,-5,0.0,0.0,0.0,0.0,"['=', '<', '<', '<', '<', '<']",31.0,=,31.1,<,31.65,<,33.04,<,33.93,<,39.605,<,0.0,0.0,-6.0606060606060606,31.0,31.0,0.0,0.0,0.792148975887743,31188480000.0,1919220.0,5198000.0,6299564.0,3764288.0
AGAR.JK,224000000000.0,0,0.0,0.0,0.0,0.0,"['>', '>', '>', '<', '<', '<']",220.6,>,209.2,>,214.3,>,247.4,<,311.35,<,260.06,<,-0.8849557522123894,21.08108108108108,-0.8849557522123894,220.0,224.0,2.494438257849294,20.293841430345317,15.267940267108724,224000000000.0,818760.0,254655.0,332530.0,332988.0
AGII.JK,4308657504256.0,-6,0.0,0.0,0.0,0.0,"['<', '<', '<', '<', '<', '<']",1417.0,<,1452.5,<,1508.25,<,1615.8,<,1684.15,<,1697.15,<,0.35714285714285715,-2.0905923344947737,-11.912225705329153,1415.0,1405.0,6.236095644623235,13.638181696985855,64.48400964580289,4308657504256.0,145560.0,62215.0,47874.0,61363.0
