date,close,volume,relative_volume,ma_alignment,price_vs_sma_50_pct,rsi_14,rsi_overbought,rsi_oversold,atr_14,atr_pct,market_stage,sma_5,sma_5_diff_pct,sma_10,sma_10_diff_pct,sma_20,sma_20_diff_pct,sma_50,sma_50_diff_pct,sma_100,sma_100_diff_pct
2025-07-04,1450.0,140600,0.62,SMA_20 > SMA_50 > SMA_100 > SMA_5 > SMA_10,-3.33,44.64,0,0,68.09,4.7,unknown,1456.0,0.28,1452.5,-0.14,1507.25,-0.48,1500.0,0.37,1487.35,-0.15
