date,close,volume,relative_volume,ma_alignment,price_vs_sma_50_pct,rsi_14,rsi_overbought,rsi_oversold,atr_14,atr_pct,market_stage,sma_5,sma_5_diff_pct,sma_10,sma_10_diff_pct,sma_20,sma_20_diff_pct,sma_50,sma_50_diff_pct,sma_100,sma_100_diff_pct,sma_200,sma_200_diff_pct
2025-07-04,640.0,277900,0.73,SMA_5 > SMA_10 > SMA_20 > SMA_50 > SMA_200 > SMA_100,1.65,54.75,0,0,16.59,2.59,uptrend,647.0,-0.46,644.0,0.31,632.0,0.12,629.6,0.02,624.5,0.04,628.2,0.01
