date,close,volume,relative_volume,ma_alignment,price_vs_sma_50_pct,rsi_14,rsi_overbought,rsi_oversold,atr_14,atr_pct,market_stage,sma_5,sma_5_diff_pct,sma_10,sma_10_diff_pct,sma_20,sma_20_diff_pct,sma_50,sma_50_diff_pct,sma_100,sma_100_diff_pct,sma_200,sma_200_diff_pct
2025-07-04,2000.0,199500,0.13,SMA_20 > SMA_100 > SMA_10 > SMA_50 > SMA_5 > SMA_200,-4.22,42.47,0,0,98.9,4.95,uptrend,2082.0,-0.67,2091.0,-0.48,2146.5,-0.56,2088.2,0.06,2095.85,-0.04,2015.68,0.02
