date,close,volume,relative_volume,ma_alignment,price_vs_sma_50_pct,rsi_14,rsi_overbought,rsi_oversold,atr_14,atr_pct,market_stage,sma_5,sma_5_diff_pct,sma_10,sma_10_diff_pct,sma_20,sma_20_diff_pct,sma_50,sma_50_diff_pct,sma_100,sma_100_diff_pct,sma_200,sma_200_diff_pct
2025-07-04,83.0,10727800,0.31,SMA_200 > SMA_100 > SMA_20 > SMA_50 > SMA_10 > SMA_5,-3.67,45.15,0,0,6.06,7.3,downtrend,84.0,-0.47,84.2,-0.47,86.6,0.23,86.16,0.23,93.49,-0.42,114.58,-0.25
