date,close,volume,relative_volume,ma_alignment,price_vs_sma_50_pct,rsi_14,rsi_overbought,rsi_oversold,atr_14,atr_pct,market_stage,sma_5,sma_5_diff_pct,sma_10,sma_10_diff_pct,sma_20,sma_20_diff_pct,sma_50,sma_50_diff_pct,sma_100,sma_100_diff_pct
2025-07-04,197.0,634600,0.41,SMA_100 > SMA_10 > SMA_20 > SMA_50 > SMA_5,-1.18,47.51,0,0,11.39,5.78,unknown,198.4,-0.7,201.7,0.05,200.5,0.02,199.36,0.01,207.52,-0.46
