date,close,volume,relative_volume,ma_alignment,price_vs_sma_50_pct,rsi_14,rsi_overbought,rsi_oversold,atr_14,atr_pct,market_stage,sma_5,sma_5_diff_pct,sma_10,sma_10_diff_pct,sma_20,sma_20_diff_pct,sma_50,sma_50_diff_pct
2025-07-04,580.0,19622400,0.34,SMA_20 > SMA_10 > SMA_5 > SMA_50,18.54,49.74,0,0,50.94,8.78,unknown,596.0,-1.32,626.5,-1.34,654.5,0.54,489.28,1.36
