date,close,volume,relative_volume,ma_alignment,price_vs_sma_50_pct,rsi_14,rsi_overbought,rsi_oversold,atr_14,atr_pct,market_stage,sma_5,sma_5_diff_pct,sma_10,sma_10_diff_pct,sma_20,sma_20_diff_pct,sma_50,sma_50_diff_pct,sma_100,sma_100_diff_pct,sma_200,sma_200_diff_pct
2025-07-04,14.0,7422500,0.76,SMA_200 > SMA_10 > SMA_20 > SMA_5 > SMA_50 > SMA_100,-4.24,43.17,0,0,1.07,7.65,downtrend,14.8,-3.9,16.6,-1.78,16.0,0.0,14.62,0.14,14.59,-0.07,16.68,-0.57
