date,close,volume,relative_volume,ma_alignment,price_vs_sma_50_pct,rsi_14,rsi_overbought,rsi_oversold,atr_14,atr_pct,market_stage,sma_5,sma_5_diff_pct,sma_10,sma_10_diff_pct,sma_20,sma_20_diff_pct,sma_50,sma_50_diff_pct,sma_100,sma_100_diff_pct
2025-07-04,374.0,0,0.0,SMA_5 > SMA_10 > SMA_20 > SMA_50 > SMA_100,107.46,97.28,1,0,13.35,3.57,unknown,374.0,0.0,345.8,5.98,245.4,5.1,180.28,2.78,157.05,1.58
