date,close,volume,relative_volume,ma_alignment,price_vs_sma_50_pct,rsi_14,rsi_overbought,rsi_oversold,atr_14,atr_pct,market_stage,sma_5,sma_5_diff_pct,sma_10,sma_10_diff_pct,sma_20,sma_20_diff_pct,sma_50,sma_50_diff_pct,sma_100,sma_100_diff_pct,sma_200,sma_200_diff_pct
2025-07-04,111.0,1173500,0.09,SMA_5 > SMA_10 > SMA_20 > SMA_50 > SMA_200 > SMA_100,17.31,61.56,0,0,8.38,7.55,uptrend,110.6,1.1,108.3,0.19,102.95,0.59,94.62,0.75,86.61,0.37,88.56,0.05
